business_id,length(text)
ahsIblsWPr5y6FTVF30Q5g,442
5RzpBgHNbOZiFCgQ2Zuoog,862
tCVma1LcSnLWBRqJoTom5g,1182
GtE6tgTAYGtnxJohmpukRw,549
vFTKENEf3AxbodEshK5W2A,170
B0grK-DvppYg0iwFovghlg,765
-c7FIrbGU8TsPQtAA64-9w,858
vYOtdnBm-45KQiiHj8jqaw,326
cQK9M2JAwETQnnBoYyua5A,1019
5LNZ67Yw9RD6nf4_UhXOjw,390
grlL6zmHBOer9rPycsRhBA,300
cmPYN4UqN73PHTi8aS2rew,1351
F-AYOq1xIY2u_qmWUG5VBw,232
O-b5osM0NO4f31dp6_DatQ,155
HpRsWkYHu-pumsZ4O_Linw,629
Err-UlwpMFaCIQ4mAVxmzQ,204
sJBem81QF7l_43aF7xtLYQ,398
8Cp0C0o9CRXdjQCTOoA-Tw,254
mbD6Yu6c4SORd1pTeBePzg,196
O880Yc5sU7aHfK3N9d6qzA,187
sYf2auhosrx8trbyP9nGyw,726
4hG2j_ibsNblDgqei05U_g,175
CVnfj-UBgOSEvcdt4eWUeA,181
XMvhRsYhdtiHUYDbhtyqQA,780
ad7lp1JL-gC4d4zDXXNgjg,2433
7qexryaAmzrNbpnQLJVrDw,665
AaWlhVc96VvdwNGMiW7HeA,3469
YnmtUJGqQIQL9tz1MRyfqA,705
0ZWNamvwL--JEv14QPCwHQ,319
AElUmfwwN7PnYaxTHxVl6w,235
zcScEL0WEdFkROcnz5379g,219
Xg5qEQiB-7L6kGJ5F4K3bQ,428
izMVaoWC6BLx_yKMiy8Tpw,466
Bal9D1fzSgPvQPMzrvJF8g,1731
gPUmMHjZ8U4LL2GQ3MWlXA,56
XXW_OFaYQkkGOGniujZFHg,335
WkTjbYtLiZqK-jpce7Gtuw,218
NuGZD3yBVqzpY1HuzT26mQ,239
-5TBEK1ddM41v_gqGm5oyw,200
5x0mBtY2dL_t1f53QDFwzw,992
KPfwWn0wcf482l_T9G6Q3g,655
JRh14J_be0jl7Wbt412vDA,1751
AEUzqUECmLCrPkIS9ryDCw,816
j3IEZP4nQAt7fkxmerLMbA,224
1UqRQMt86WSw-AEIqLOwDQ,175
n8Zqqhff-2cxzWt_nwhU2Q,550
xUv4cIGoL5F279yp5dzp4Q,489
RESDUcs7fIiihp38-d6_6g,1345
PRUtZy3DUl4sPOisYfOAuw,334
fckUjXz1GKpafT4x7-MVJA,632
FoVasFoCvniz8j26uwA_Hg,121
eYJcI9cI6-kJ2NQpYdHcLw,1997
gHffGV_jbpwPMcVjEJSkWw,1149
kw8Lh8bJAtquHkT9CB4zGg,166
9wS_BQBh9VGEb0645XBrhA,383
HnQVDNGFWOS5zle0dhpOkw,1125
NdUuGRxEH0waBQbL6R7mmg,250
56d3dE1LoZZMxA-kTQvqew,140
ifG9ZBiXW_PbuTmz5JfYBQ,622
p8svpT_viqoRpa74YukXFA,381
sHobmDWiTSsRvcE7H4KkgA,232
7QLmZwpS8UVX4Ywhn7fpAA,406
Az_60nNuh1FH8Ds8oasZjw,431
VyVIneSU7XAWgMBllI6LnQ,296
iPxaFtUXxOlJ-0hMHCM7wg,747
ruD4E_OMlfEXTdMV0lDFIg,1098
PSUOncuqfqHulYj_fusthw,1930
ndE42tcNzqjSEW_Ciz2BOw,888
wWuGa3OOQJro_XGe-GKBXA,3119
KdKzTRoSKEUIlxfKTbWUaw,2960
XdY36-Qh_DxnCaFpTPfYMg,423
FqEtpS6vzKna9qbjg_vRZw,540
T2tEMLpTeSMxLKpxwFdS3g,1256
cPEo3-TmIqCwHLFGKZgwGg,846
l4pAkHCVUKAcDvo-iNSbYA,417
lNVg4jtfTEIAtOkA_0aEPQ,718
C0ezXYj8RkVaplq66n-TeQ,754
1a9YViZDThy3VqBnGOatmQ,265
0cf-w9PK5gLkBkitL3bdqw,1025
G24p1oGGfY3t-m8Z2lPCaQ,969
u_8cVZyxh0J468zEZUjNDQ,188
DqCz4pb6smEwsOTanhyycg,859
gBy6UXTpoSHhW6qd15XU0g,754
C6MG3vrloHF8h9PPvZNiJA,226
frO7lQ_S4FnrjJ1H_Px4Dw,2027
q3uuXi_U-Jqxsk5Nx1Iomw,567
MFEFshl-YZ1lsbtOd8xA-Q,459
b207RNqIAhTd4JsRsnXB1Q,579
o8_7AkiK4drqKzU6g2puxQ,371
1e7hOSI9GEE-dTxIcA3c0Q,355
1Df5WnLX3DqN6ymlhqznaQ,102
19TldDfVGCnJk0MO5DLOvg,315
YRJURCLlyhFKQmueLTvQSg,1869
lV0lf9QIeuCytTWy5oq07A,121
6KCv5NSfBI159wW4QT0Y0w,228
K67pkQljTFTW_P-7xUQrFw,683
IIUK1lz_1upqYtHu8ZuClA,802
XZbuPXdyA0ZtTu3AzqtQhg,1117
wa41KP_3J9msvVHDtAOddQ,273
MEn14fUaDrOujJ-t10jZhA,697
hqvqLihniz0ynit9c36JHg,310
ujHiaprwCQ5ewziu0Vi9rw,381
SyxHyAqVEacDlXC1yEMv0A,93
Chr3YCuvt2mD-BHgqeo-OA,469
JWDiG0nSsM7GQ9QFRTxU9w,667
D5aSQhj3uyX4Fj1B31EYRQ,1247
IsAFh6bBhpzPimD1im6ZXg,869
ZkGDCVKSdf8m76cnnalL-A,685
zU9w_xRlQSRIYXxGo-HSOA,841
s_r48jVWJ4p0JBd8IE9c9Q,226
CYG3uWwBDmMOPgQ6Wz_Pkg,372
xvcGZGoLwWpmDMMY1VN-OA,330
n6xiAKcTu_uIRzrUIwiB0w,382
2S58GSduz0wRzX8TVkvUQA,105
e4qQlNEop42LoFBwv71dVw,659
TWYzQUnwTIFKQKBAFNXWQw,371
5aWjeN0j0u6wFn6ZsHnEvg,359
tQUdEckIHoIKoUpr-90d0A,542
LtO6vTBfYzlgWArn3kRe_A,209
9SmXNv-BO0JTHhENQ10YZA,810
Wi3DOCpbzbz2dzcyOPdVuA,426
BaDWFwCUcVXaRivmRqZP1A,77
wcNvlrB5xSxzXex2M3UyvQ,343
N3GQ4GhQviglogQR1dPNgg,442
f5O7v_X_jCg2itqacRfxhg,407
w4EX3F0KjJIXL7O1fFWXJw,1010
AZRUB9twDxhm3JYicAw0NA,215
-mN7z9oY01Mh_-dwTyzpqg,184
VKmGedwOk-16D7OawNg_ng,352
0Yh6U06nGLjAMwCw6l9-DA,781
fOAf6lQHhPn7qybtHKxsGQ,251
7m6fx1MjkF4YFtiMcq_BSA,192
5kUA_k-ua1wO68jZ1Yo74Q,2302
ypUxMUCb6Y0DxDo9_u0Tug,337
TEaBolNAkOdRm2gvIYz4OQ,287
oDuilCKr--xMW7RTIHk-cQ,84
GqGxERckGNoVxOfG0DVjHg,206
SP_CO8ZAIaskpJWxbwd4LA,1310
AohxJabwo7nBc4ANhlLPqw,749
-C8S2OPEOI1fL-2Q41tWVA,1642
Y9tX7LeWRmsoSeiJg6ncOA,273
Eho3fnzWStx4YgXkhbVNQQ,300
zK7sltLeRRioqYwgLiWUIA,259
Kp8SRWesaJCjZnsjMMy7mg,133
R3TC2oq8fQK9c9BNMZ-ynA,654
Idk-QTyUZq9w0ALh5cyvrw,278
bAZnIuqxB9RHu-Mz_HBeJg,203
UESdOMLsXn_7WcwOZt7I3A,631
-O31O2krgdg7quizo3LcCA,645
nXr2CBXYxdXYm-tWn91KCg,242
Ba1mUpWmKzQ0v-yb2PA17Q,482
FSnqO-YWUdRb0Xc95nXbvw,266
BbPVtY7hzBPnpRrZMBElIg,459
bbe7Klxg3zkylEsUjpA_dA,622
_9SDJqTh8z0t3WZmVvbnYA,242
BCAw9a_kyx2RddRH9tMmKQ,790
9dqdzRzjSfbnMvjUGqWBAw,231
CZKHXlDuy3IagC2W881fyA,287
9fzzzFHMkkKqGN5SjKWenQ,243
HSoKTWnsu7f3yvywWvBQ4w,154
G2-5pTv6qx3tVUCrv5_d6Q,190
9R2UXiCt1DgV8Yhm3WX2KA,92
1SCETxRnwaYo2aBC3fi4SA,442
ysv6yhVYOoH9Pf7PlMyD0g,148
_pBXtjN43eqMV0XZTz7nmw,291
QoXT0qI6_3WeHImUuLAyjg,578
LNsZJP6jZ11e0tDljOLPiQ,115
a3mJdNVP-ve3l3z9LRJXQQ,278
wJY74R0zAgjxvBf-d4gm9g,155
pjq7kmNzMdyIqdpYZaRlcA,621
hroo5nOO8b9QhHX0GLg7oA,323
C_kbjyy0RdJfnwSRvDP9Gg,847
VLDFjeqpUgWhnVuB_8GuEg,436
LAqbIi2TDn8BDvPB0nLVhQ,289
Jur1iiejUFw_YCkfDfy1gQ,526
O66Zy8Y13VBm72ZDhS4fIg,621
yynqjo-lHyMVIrhLZ5jGXg,151
5shgJB7a-2_gdnzc0gsOtg,513
h9Lhx0Fj20iY2zJ4Dqa0Tg,423
VyVIneSU7XAWgMBllI6LnQ,284
rZOzhSA5HP6IdpxuN4v66w,283
wUKzaS1MHg94RGM6z8u9mw,216
7sb2FYLS2sejZKxRYF9mtg,1254
RA00GtlU25TkIP9i9wd8bg,910
iL3Jpm1h1lkQMHXZe6T1CQ,151
t2O4Qx74U_IfBzDHJzvUCA,489
WL2WC3BoR3dtS53mi6Pucw,319
1aVbXH_4uQCTQU7HfGmyow,1451
PXShA3JZMXr2mEH3on5clw,120
XJibXvmW6YwE4zdaedVclg,143
qguLioOkcqmQEBPE05dKzA,269
nWlJI4ImyPGpSpsC4lPQ9Q,859
bzyoY6HHZJS39fspg-6DrA,238
enpKzY7zZqV_DGFBn-Saag,208
bGpeYUxFxCyimROl2C_vog,988
BxkLyLGIIIMtOH3imnuUnQ,466
GvVHRSiTSlTq2cmhdaPDEw,475
MpKFIa0lIaOKSuP6SuDNOA,1299
aPaCe39fmD2uWHoJRVi1kQ,101
DkYS3arLOhA8si5uUEmHOw,1007
SzBpr6or7BQcjc-e3ARLjw,635
z9oJeVmNEc3F0ToZ0x4WuQ,104
YJ8ljUhLsz6CtT_2ORNFmg,3593
s5TJlFtdXcx_tXC4tlttlw,336
PfOCPjBrlQAnz__NXj9h_w,1359
qEJjv2k8nDhOiYpmi_aVOw,365
CrmnrY6n8RS_tOwtW6DL1g,130
YDuZQyZZzloR40sPHTlUvA,551
w8cKLWoulCsuf_AD2mQ-jw,1475
fTobYO-fjvDk1RtH0Z_38g,1318
ZWe_Bj1_AqudoAfqVT276g,331
JO8fpEpWlqFmjAwWZW5Gvw,902
nG59soBP2SaQ25rf2n-0bA,170
I6oxEn1HT41S2GPrDKPPvA,172
-aMC2Dy2rqHicz9HjmXimA,720
Br2gGP58FkogY04rhdcDHQ,137
idNnDao6jSW-Po872u-Iew,312
mXyLqsbe7FT1X8ZFOP8WpQ,411
4wvCnjLQT4K7OeZmh9OMfA,223
A4KeBWKmXojP0XFUcgIFSQ,566
zoIEe7uhsQT2EyiFLIfhrw,832
TkEMlu88OZn9TKZyeY9CJg,1073
wBgpL0RdMLMeqsM2eFDedQ,151
0oX5D44PgivB0TpgxZWjyQ,406
fAWpLiHzwqzFAC0lvgLmpQ,241
m7VYGZ0dAPuliuUlxzGIjw,548
RG4NphZCi8Pw6Ei-g6oaqg,1471
UhMABB3WbAxfWUh6ylV84Q,429
jItm9rWFREGUkHMJZRbbPg,668
GxqXJxUknc0e3J2jgfE1PA,1647
WSweXpahyMa3toResuQ6-w,297
vWKx7aOkg1wYjMBF57jFrw,575
kv_xORT_cjQyT4C6Ua_6pA,328
BsLyCu_lkEdkG42qmvZlnQ,429
3MXMTTn_t_N-BkAM7E3xLw,988
pLoiSZMnLD612xK8opkHhg,402
n6u8lDrWBYkis8EQTwgOyA,511
blBZJ_UbVb2ieOcktYRuZg,104
PIUKGVv9h3DHB1UFpSEq2w,728
9ztNU8veNs5BGVCNlAGcUQ,229
2iTsRqUsPGRH1li1WVRvKQ,1015
Zx4iQCmQfAaXvwPc3TlF9Q,113
Ay34xZOFax3X23zaA3nwdg,703
n-sfsJCySXI_p_BoHc0qhw,498
VkIKXVbSfcbxybbxbEt98w,432
xfzDtGxx6B4a27RAyah69w,278
7JQ5SNrrlCfkghYFzhOVUw,423
l_GV0hgEoTUf70uJVT0_hg,4385
ythpO79Oq_zO8tJVNY-yBQ,235
l1JDX-o0wCLykuh78R8Kng,980
vYOtdnBm-45KQiiHj8jqaw,303
5shgJB7a-2_gdnzc0gsOtg,1072
BxKxFHXG4B2h1MXK8ebHZQ,104
-3QHAylnVB-vNmCg2Rf5aw,319
ShGBRgBnUVT4TCq5aKvB2A,411
Y_3wdqZUoi8qyW7ZugIQNw,1244
Gu8D1YoKErqVNNX00qkEaw,1200
FoMwbbUYSr7yPOpv3jkvrA,228
P3ufH0wm0jvulnrinDpaAA,247
knyRhFaM4Bwa8AldEbOiqw,1128
5oVIydJLDwm9chThPU6zIA,1261
YxwxKqemcKwV4vIQXhVv_w,174
XiqixJtFI8y-w7P_JEr9LA,150
x_I7ZIMGmCV5m3jeG8XVvw,213
XfS2auBqJxHS00We95s4yQ,1952
E7ZE01pv_RgeWEpM0SJ8AQ,243
xAl2BxNhlimcXZZQzdNRzw,513
k7WrLT80uGJyfIeXCSs8og,130
6g8S6V0iyYu6QMvt0QfIqA,491
Eb_k0Ut7ScXlNEv2QFZujA,203
tz30FR-yQi-jNHPb7B-gBw,1672
1g29d62cEojB-7mX7p8AzQ,409
DgZ-pZUo3drzpiCDlDr9IQ,316
QX0KGZZYYLVPPCpNjwN9MA,157
Sd1UqBycilIJO-m9Cmmz8g,472
WAwyfzV8IAdW-uveojKwYw,224
-AZN6ojHeKPMubDFgDK84g,360
bpRo8L8dkhgbJhdIKa9mwA,247
d482l58ho0_IMdFkXX1F5Q,131
hIgGkG1JnHX4xmVuOgegDw,91
KaGZE0_o1EmmSN4Fo_cpUw,187
2-dp92DvtwcK0giHehv73Q,500
TqMTY6xTHThm0C7J1pJ7Aw,916
jKGiCMg50oRzmMOAOHsFiw,637
Plo1E8iWjC5EmCsi7nyD3w,1745
iR36j1b8owv2aZTi3mR0bg,661
4pKPiKAX9qm8TU-bOt7Pmw,649
E5GnSqLpuPTKCChnZmD7ag,151
dX90qyHzfC4Cxh-lNBAEgQ,554
NvKNe9DnQavC9GstglcBJQ,235
8OaXvfag7E7oznV4rVb7vg,130
Tje8uY1C4RMUPXcw4dsScQ,539
sWtltZRuYgnINItStEesGg,290
XwR7hiCUj49db3OUNhJvuA,528
A7glw1TI5YmoIQWoMhONpQ,886
DESv2ys6SjBKA4SyDtJvxw,2318
vkSZC9XHTkTEDyTbbZK-fA,672
3ajqOW9A7VhResA08I7RTg,260
K0ot5J9-MhipNpJOGYXslg,1026
7QOprctB3pj4WqBOlEe4MA,1877
TKaND6oV1n2ylnCYoAfoag,149
KxHDiCOhHWQu_VOw8DMfJA,432
fuBpjG-lsD94_BdpjHxbuQ,367
DUJUiaqmqOk9LlNnfY7M7w,172
U3TUTWRqbW9WeLeWMxi2tw,517
QRSuHZnzHeuS4lHw8RHWWw,88
ijY4C4ut4M9xg3QvK2R2pg,482
Qihead6oTtWCwde3TBqlGg,446
PFZttUCEfHHjNnM-qzWQEQ,121
v3Ec04i6x7NC1B7YFoA4GQ,470
-rLP6lfoQmOO_5Pf2bTkqg,392
Bmv9XzWZq7q7KpUjzhVvgw,992
KkmSbkWOWC3DtY-Sxa9PmQ,326
r_BrIgzYcwo1NAuG9dLbpg,498
UXauVhawknwlatK5SN87yA,824
mR7tCPuk37W_CoFcNEI8rg,153
m8o3OrY0DWfqvk820EyrxQ,239
kjY3355lQ-M2JHVwrey2qg,498
f0-KEhvOZeRx-Zfo6GoA_A,644
E77vPxh1afU1vAP8ivhNaQ,355
Zr3Q7lpzFHgO02E2Ocv3Iw,1062
ygrVqm9IJJdefkun4NXZ1g,258
XZbuPXdyA0ZtTu3AzqtQhg,1841
_iGvLfEsqDwPUxRUAe6tUw,1188
cVtpNvkn5e6DZ1HEZSSGTA,1232
2MoYmEGS50Eg16fJv7Sxvg,1921
7ge2DIxgQAl20_wr4yUgsA,262
PQ6pDjHP0P28D3CY5UNxDA,118
LrYSnxLKarkzeNHqq50r-A,232
9IQawtvZzEGHYmHtUc3SLA,308
549N1BNPDMvnrdb7qOoolQ,515
kgmVm_ZbJsJpSye27xccvg,234
eAxG2aLSnxtgBYZGSm0njQ,1836
RRUyGOb4MDlPLNHIq9gMRg,122
XcQ6TxTL_Nog2YUKgQSauQ,115
ClhtMU28MYuf7CAtmkIDCg,557
SqTAlszocy9n2ExQWRVSgg,783
Px56NzP2NAUH2GktqSkSVg,424
01JpMXwoOaj3yQhem2WfDQ,4994
MlQK6jHLECNq_7IKOu6GqA,142
NJTjyJSOQwtGiCdBlcPGwg,965
dc6sPg9kNliz_Cy2yX19tw,610
I6fEd8WT4xm8FKG9P1BiIQ,706
ULAz5fw2r3vm0N-_FTMzGg,714
1vEBp-YeAvqg1w19GzYg9w,882
2IIqWeO5yd1VDrhGgZNuzQ,708
yU5IGuiwQq9QeIHF8M75WQ,599
nq9_aLMMmiLG48dmLVQCsQ,654
BsLyCu_lkEdkG42qmvZlnQ,1088
t33qVzQ6AdSiq4lnI0KOyg,1034
PjEls_NCOQ0m4tJPvcTY8w,808
9UxxLh-fMDu6NIMWOfL1RQ,1673
yY9XOQ1Baozl8HGK4mN76w,242
v5yLQHq5gsTA3onRRUaLkw,107
_w5hBpkjHs5_Hv3pLeHtIw,249
YZCHr68c5aEVHz0bkq9K2g,732
yq1GPm3GKSvcbqhpgJnWZQ,76
YpYAMlOf_3yOkLYt9HA4ow,2418
syRPwPqdV6h3eenuV1d6rg,490
SZEFE5hL7aN5nM-A44iPwQ,760
f4x1YBxkLrZg652xt2KR5g,231
bCc7Fi46nrgZHhx9f5gIGg,155
mQnYgd5ywCzYMblWqL7-AQ,366
dSCC5Xr8dblolwXRZ-1few,493
u8uGiFrjLqOJJwExUqfPJA,1339
0HG02r8ri7GEFwuwmdHCyg,1284
kd1VNJdd92T2eQ4hqvYQ5A,196
beuVp5CZxCdNvQIIPBS2rw,363
Z4TFS7pnp1p2zExT-uq9AA,495
xtYiHTmunjfCN2sUaQxBjA,532
7TuLqwMPIUIRwTHga4pD1w,514
_3FxLxdg1unUQc3QqIgJuA,1446
-Ylpy3VyRWwubf9dysuwjQ,565
LHyj66waFlDcw9UToo27JQ,213
EneqsOFGCK4KXofNHsc5aQ,271
sBIT-DM6clmy_FT2qZhXZw,333
-OFyJGYp-S_8fzEARqw3HA,697
7yYexN1Q5ShE_z1MH2TDTw,131
T7WOA5npOt2XlPxVCTLFhQ,1154
l_GV0hgEoTUf70uJVT0_hg,116
hovoWva_UjbnyLWEbnFvBw,178
sAEFh7e7fY-W2gMWSbIAWQ,262
oWD385Ues-RWJmhP_Riz1g,311
HWOwxvETFrr6tZRGrpJu7w,1208
fi6A6xM2RCYjhDvzffczjQ,1093
APRp233sygej2YesZtrgbQ,131
_iUlt5rm-15QoLw0MEEg5A,351
OFMsHmLIDsHXQoxE1UlGHQ,181
4iY_gyKX2ogbem7ra8Ln6Q,283
rIzfzSK7MWuixRbhLgN5Ww,446
pXzFD4VlbviYkE-qGo-pJQ,203
MSc5pybthcvHa0g_lg5wuQ,423
bqDbN1Q2qvoBePwPkBfdUQ,535
FqA7ofYWGVHnAIF4jjznHA,298
F8a5QmWONZwVPiOOPoxfiA,449
Fv3HvJPQYqfmniTgtIQJzA,715
A2K7_R-NYuSMmdpp8yuB9w,513
yHRuGeUjEZP6BiWtoWQJ9w,716
5Yc1owD5Unq7Ko8H-ZAdYg,560
Wzq9xJdBF2cpTaJSTjhvMA,722
zXvtouoaOsL0Bp0udugAjQ,973
LUZ94dZpgCmBGyNH52S7lg,506
-1UMR00eXtwaeh59pEiDjA,104
L6qd3x0bHymyxub9dF7lIA,289
g8OnV26ywJlZpezdBnOWUQ,726
9snkLH2CozYgjICyqAAGkg,1220
UFn1moo95-PBzi9wWt5FGg,368
Rut5I04WZ2Hm2GEyDwk8YA,810
DyCv2ubxeygyOUWJ4lnewg,323
NKg7XSXPlU8NGakmCeXGgw,593
OYOMsHEs3HUkWSK6yjih2g,109
i9D9xPBV0gR1Ja9kbY4NCw,201
3LWsVfsSmb_Nzbi2YQ-NIA,442
pB9ZZGJaApSw2PMcOTc8og,212
h4W7AUaw3Amqs2vyMDgDDQ,252
uFmVqJ62ZlZXlYH03yj24w,337
Pfi812k1E6TMnC1NRzH3Pg,259
Nxg73OigmRQQq0d1pKtkUQ,1062
qrtSYsCVhFVlgOgTEk4s8g,456
gQg_z_bqR9Lp9oLuv659YA,384
YCVAc-MG8--2An9erAo7NQ,314
D2ojX9bvE0_-aIj9BhdZZA,441
YJS7cXGLAvWw9DUDXpw84Q,221
k1QpHAkzKTrFYfk6u--VgQ,214
iBVKoqOqe46J3h8ny9m0YA,1008
eEnNw3_hBvxcFHyr23kAuA,754
PiSHKXidMvVMGpTkWO7qiQ,621
Ma-o0AVXIiGxkbX3HPMOZw,90
GGLqPXkKLIH-VVIBzLje3Q,2168
LHyj66waFlDcw9UToo27JQ,418
3AiugU7N_7fhpEob-yc83w,656
OHFH6ALQqq35NiEbD1eXuw,856
riFzCvp77DMKDX-5GoTpqA,3206
WSAN2er3DhaZ8ybNStxCbw,247
uW6UHfONAmm8QttPkbMewQ,531
IUA-nFNUuccUbyeECcjgyQ,335
PoQb6so_yIXs35jZV-k9oQ,216
IPkCm4fkX6ok1ugPQ0ZxDw,634
7HMCGjNlg5oFNNUd8t-fxg,425
MLVnaAgR3FD2O9mBTKDqoQ,154
cuI4nkcx6d1bdG--ZM4oww,573
vWKx7aOkg1wYjMBF57jFrw,105
RfHgGVGDeumL3q2bpjTakQ,252
kFzq1hy_G3GCrPZcL6p4Wg,272
hUCujBvgttk5jNh_uQwi2Q,1214
CiNZmBtZRaRSXKjwun4R4A,117
u6biYZCSOwyQ-WmXqQbbQA,1015
ofw8aDSEg1HoQdmCgvLtaQ,384
JePoHo0qm7lHd2Nsg3zA3w,183
rvAeha2Kv2u5G1l-sapGYA,1012
RPr7t6Px8lvl3ZW6rMPBEQ,376
dOkrbSdJ3FxXhGqdOHgL9A,587
jBh399TajGcH28Zo2J1pHw,922
sPd3E7lFzd_yooiq-ekxtQ,153
7ef7jYhmfbxSI7s57HoJAg,619
8Jt_x1w7cFX6zUq65dnMsg,1477
FhIeCF6QrsLaRvAeu0oEPQ,158
4neQvKnr1VhrUQ_xLxOwQg,1171
hU7z5Jtl57RIODS0hPg9Ug,493
WcHTXumqKMt0WdF-9RWljw,214
pOhX1XjbBdPoO2Fyy8RGJg,1048
IWNmzrVBb-dRavut0ZMp6g,254
fbTD4MoTAb4irJRDbuEkLw,517
UtsJThJWezQCAz1Ag2PaBQ,110
G0xCzVNi83NK-7WosFqa3g,201
nPKOtNzMKTblUluE2vZC1Q,200
6HeNApPOmqwEve1nN3kJpg,180
ijY4C4ut4M9xg3QvK2R2pg,110
kCWXBlEURZkBCAYAB5O3kQ,227
bp5ARRJu3_8CBsAS4tOWhA,673
NCFwm2-TDb-oBQ2medmYDg,978
C2dEe9kUrYu_9ZFGp8Ra-w,659
hP55G7ciHn30UeoZ72Japw,1010
DzKl51tivGJMLiNsQqf38w,509
IBGrQ6YUywBp1Hqu9c1LZQ,628
4jHAt1IJuTbSikhtQrFEEA,286
mCeGAUOHDQ8EDBPPt-ADTw,588
7Cm5SCTu7LePBCXTUaEiwQ,1069
rSCevr5tQJTxPzMIq3n5Gw,177
saQQmDQQJ14BVkm_sg53UA,321
VyjyHoBg3KC5BSFRlD0ZPQ,743
KY2NffdY2fE71Dhu0TiisQ,95
My0hawXudbtYlbSPVrLkcA,360
YTbKmjGTdn4YzoJXTC1u7g,835
6Z6IyosSMciZtwk8hRLRag,133
oSFOlSEAWETcppF0DuHTqg,388
Qb4sJ4ssSX1clY2wEAOmsA,2791
wHVWfC_a6koeiJXAu78e1g,353
HjXI6lKGPVNQ8dYJPtaOCg,602
OeQUmob9q5sbEixK2-Tozw,252
iFCz-xI7CV98fcaB4Chh3g,4992
vmCxx8uGvenHGJqFlh4ozw,728
J4WxIqKaKSGNjtxTBPhLBQ,550
9LAXz_VfATZ0kLdaavkN4g,721
FI-8LPGkc8D_hwx0l0zyyg,426
tV5PcOIFlB12dpcbCy78VA,272
VGWEpMEkzQopS5lUNd06Sw,121
ugLqbAvBdRDc-gS4hpslXw,211
sPzLsm3l1eUPMzz3ZJJu_w,834
4twpbw7n4DmsLxAm6-sMkg,509
8zN3nV0zbtE377_XhlvabA,115
16-Ne-iDt5HpHWIP9fOmhw,589
fMbZz6-ctMg4s5VsHoO80Q,455
yZWzBQAr0SSOomjjSXtZYw,445
IFXL6wMLBgBSGSiLBjtViA,540
9g4p3tny291ANSAQKoDk4w,281
8cQc0BRbkSDSkLn6oFw3mw,196
RztX0zV7ObHZD08SDUhI0Q,990
CVnfj-UBgOSEvcdt4eWUeA,143
YPavuOh2XsnRbLfl0DH2lQ,401
a1v8QIdbA_HTg_YyNlBY_w,491
9gmBTYCBC0uM6uCJdwK2Bw,1178
F9L19_lPBLva2qItkyZNDw,1069
fzHBvd0HZm1yB3UIMqZ3bA,623
ZKsVCA89iXMccf3fEhS3iw,247
FcFnVG2NO2a6h6Mi86zaFQ,209
SFaCcwpIKjrpnT1IjzEDdg,368
qjnJFZtsY_nfRzoL3J_UWQ,306
aGm-oWfLLUWxQypES1mv9A,238
O_cvS8uAocco3R3Pg9np-g,230
BjrKNWhtQkedHw8hP_0Bjg,2346
aUDVRC_ttauSflpYSIt2TQ,169
I9UGWTbalIJovULbb3fzFg,341
mSqR24h_nKXyMhwtWSih3Q,624
IWsrQ4-AtZuFJdYzIztMZw,926
OWMCp8jmbjouogxcKarQFg,106
4r9BwC-nkDRMXEIy_bqNbg,934
Vg1C_1eqwIwkZLIXGMTW3g,77
Q4WmBfRD6rcTSXVZqjKC5Q,251
zWFuGjtmzekVBTL0muNsXw,435
XSGxehMxydvLGu-7lH15hQ,77
OllK5_S-7svgSwbUfx1xYA,167
RhakCggyOUbm6tkAJDaoLw,484
EKhpVpsrNcjFrI03CFZw0Q,175
MLO4wBnTU0UoOZufxZfERQ,951
T66-vuDmTK9qotsdGANWkQ,531
ypfFfR3-PbtoslIhohNstw,469
xXvfeST-EpKucqr5ABj18A,202
tbwifvIexNogBETNZY8irg,457
16Fplxu-OwVmTEFxQAUP4g,960
em3TpGN9BAA85u2lXewDiQ,337
pgomg_u3H2RtEVUYUcngXQ,1191
oOo2jJhnPC1oAy7SRxBEqg,1418
bejxx0XrZ6Ogv-o-3InELA,646
d10IxZPirVJlOSpdRZJczA,2879
zpVxylLC8jnHY1xK1sWpjA,817
hRFKKf8jBnn4paxnNUK1hA,321
n62dcL1e8BQA1_kUEYrldQ,712
SRZxlUuGact-r_AJ2fDEgA,1814
4kbAiUDdVCtiu_GL5hyC3w,796
Pfi812k1E6TMnC1NRzH3Pg,911
XcXXzKE8u0mP1VtpR5oZ8Q,423
3-HFGxmbzSax-NySJ_LzDg,305
ywkw13rZ9xIv1s3CibF-uQ,1424
xR7srTzHPLGqhAxKwVAyYw,352
EwjOe8ITjL71_xG6vCOMaA,326
HUWLnKD5LSZY134amUO2Rg,833
3nudXkhgKYY92Wc8rQxxSg,352
VZbir-d9wd_Vp4sgeTVcCA,465
ZTnFd587gd21wuGDDDD3Ng,230
euUGjobp4ig838a0DE06bQ,237
GtX-vWZHiGly1OI-Rgq42A,4297
UCpUOtvqR-NBWBNVMzJleA,1207
F65UAC9crwFePN69UqKRJw,906
A-uZAD4zP3rRxb44WUGV5w,1328
qBBaGLP9hquec2arukhVOA,282
sxNMGQwUuaDsviR4BtuX0g,535
XrwabO96WUfy-8V5sU1TVg,253
ycPQbupAa-fbpcaTBgNbFw,559
0nc1B-3rKnvFawMtf8Swgw,1148
Z1Wuve_Dcer3rjml0eNVZA,412
